0.,0.,1.,0.,-1.,-1.
-1.,-1.,-1.,-1.,-1.,-1.
-1.,2.,-1.92018966,-1.50233136,0.,0.
0.,-1.89423338,0.,0.,1.,0.
0.,-1.,0.,-1.,1.,-1.13393384
-1.,-1.,0.,-1.30833079,-2.,-1.0802506
0.,0.,-1.58979915,0.,-1.05232738,-1.
-1.11418138,1.,-1.,1.,1.,-1.
1.,-1.,1.,0.,0.,-2.
-1.84391195,1.,-1.,-1.,0.,1.
-1.,0.,-1.,0.,0.,-1.
1.,-1.,0.,-1.,-1.,-1.
-1.09893822,1.,1.,0.,0.,0.
-1.,-1.,0.,-1.,-2.,0.
0.,-1.,0.,0.,0.,0.
1.,0.,-1.,0.,0.,0.
-1.,0.,-1.17097702,0.,0.,0.
0.,0.,-1.0904403,-1.,0.,0.
-1.,-1.,-1.,-1.6245555,-1.,-1.019322
0.,0.,-1.58570639,0.,-1.,1.
-1.,0.,0.,-1.,-1.,0.
0.,-1.,0.,1.,-1.88737781,-1.
0.,-1.,0.,-1.,0.,1.
2.,-1.,0.,-2.,0.,0.
-1.,0.,1.,2.,0.,-1.
-1.00646343,-1.,-1.,-1.,0.,-1.
-1.,1.,-1.,-1.,-1.94392821,-1.
1.,-1.,-1.,0.,-1.,-1.09390031
1.,-1.,-1.07289112,0.,-1.,0.
-1.,-1.,0.,-1.,0.,0.
2.,-1.8820809,-1.,-1.495904,-1.,-1.
0.,-2.,0.,-1.20123303,-1.78652893,-1.
0.,-1.,-1.,1.,1.,0.
-1.,0.,-1.30850166,0.,-2.,-1.7310975
-1.,0.,-1.32605469,-1.43076806,-1.43095336,-1.
-1.,-1.,0.,-1.65034955,-1.,0.
0.,-1.98304671,-1.,-1.,-2.,2.
-1.,-1.,-1.,-1.,1.,0.
0.,0.,0.,-1.,-1.,1.
0.,-1.,1.,0.,-1.,-1.
-1.,0.,-1.,-1.42528146,0.,-1.
2.,-1.,-1.,-1.,0.,0.
-1.,2.,1.,-1.,1.,0.
0.,0.,-1.24077991,0.,-1.17860101,0.
-1.,0.,-1.,0.,-1.,0.
-1.74907824,-1.,-2.,-1.,1.,1.
-1.33823799,-1.,1.,0.,0.,0.
-1.72908765,0.,0.,0.,-2.,-1.65584306
-1.08270102,0.,-1.,0.,-1.,-1.
