4.33245064,-1
-0.795560776,-3.5
-0.039779247,-3.14084034
-4.431214076,-2.5791886
-2.207859034,-2.490137648
-0.616560931,-3.139878272
-2.377373329,-3.211628023
-0.837088376,-2.824447193
-2.310326062,-2.621730838
-2.088275125,-2.543948949
-2.732902535,-2.585408135
-1.478845185,-2.619957458
-0.775906837,-2.349109824
-0.075547958,-2.538459122
-0.53415206,-2.435895181
-0.444299375,-2.283651732
-0.360193281,-2.277023808
0.183328363,-2.266658057
0.983839708,-2.497038028
1.011521837,-2.451471446
1.407700726,-2.477591853
1.108596463,-2.496218488
0.208597457,-2.43116551
-0.164604884,-2.371533614
-0.008547386,-2.236672269
-0.660466854,-2.343202698
-0.398038844,-2.439525866
0.038443833,-2.462896381
-0.032559952,-2.449447924
0.158842985,-2.46779966
0.103005477,-2.529418539
0.595205758,-2.637491771
1.054409414,-2.557567778
0.976007378,-2.659980465
0.547635371,-2.760774627
0.60377879,-2.813262819
0.489375733,-2.8448786
0.454736418,-2.848960742
0.331047818,-2.801551492
0.577233278,-2.781512705
0.654649964,-2.821604626
0.60634093,-2.778233087
0.420586892,-2.667111387
0.627813471,-2.661481149
0.625808976,-2.66900379
0.566063625,-2.69248367
0.864582319,-2.663669932
0.678379954,-2.720362865
0.29056248,-2.748165684
0.066282603,-2.713202371
0.232838889,-2.701861404
-0.246743654,-2.6691333
-0.187301568,-2.656508143
-0.261518365,-2.648762421
-0.23385992,-2.635021386
-0.53925007,-2.641538861
-0.610598112,-2.595196074
-0.676110689,-2.567692694
-0.488400176,-2.524172478
-0.309475603,-2.532102937
0.034638864,-2.566554247
0.056268202,-2.52515821
-0.022333451,-2.525853001
-0.052584514,-2.535408077
-0.021880485,-2.524743711
-0.141739539,-2.592550625
-0.112953055,-2.589699558
-0.343555423,-2.583197871
-0.170085409,-2.602718347
-0.200306398,-2.551250942
-0.160743424,-2.551838152
-0.002788848,-2.562427853
0.021044137,-2.499928841
-0.08490712,-2.520200073
0.020333915,-2.518604018
-0.063241807,-2.55449482
-0.207324864,-2.539461032
-0.253494248,-2.532544865
-0.380324287,-2.563778474
-0.108080754,-2.601790306
-0.139104788,-2.602658638
