-10,-1,-0.001
-10,-1,-2.3254001051171573
-10,-1,-2.3016941110121243
-10,-1,-2.6587246166003693
-10,-1,-2.894986493098517
-10,-1,-2.756557646489244
-10,-1,-2.984399404201482
-10,-1,-3.0731912216230763
-10,-1,-2.6923061443311007
-10,-1,-3.0685533645274776
-10,-1,-2.8233959939673303
-10,-1,-3.086306486293396
-10,-1,-2.807686929005286
-10,-1,-3.117560002232791
-10,-1,-3.0847981737140655
-10,-1,-2.955533560687215
-10,-1,-3.1008984743484427
-10,-1,-3.1163784278163784
-10,-1,-3.289428059245514
-10,-1,-2.9413110802673263
-10,-1,-3.1926661892607955
-10,-1,-2.8924182715672453
-10,-1,-3.2903753811206813
-10,-1,-3.166799082089825
-10,-1,-2.8716357797588774
-10,-1,-2.9790354031399793
-10,-1,-3.159076325612328
-10,-1,-2.901150228433643
-10,-1,-3.012952594950889
-10,-1,-2.904454338289506
-10,-1,-3.2252870265813676
-10,-1,-3.2772714412244697
-10,-1,-3.2117137087615855
-10,-1,-3.3207831098648453
-10,-1,-2.8667775832463933
-10,-1,-2.870566765603176
-10,-1,-3.060380525557494
-10,-1,-3.0213170318419538
-10,-1,-3.1563522744521433
-10,-1,-3.0098610069559775
-10,-1,-3.3246185562489172
-10,-1,-3.3030446840192567
-10,-1,-3.109283214493589
-10,-1,-3.030703914755258
-10,-1,-3.1022684730863794
-10,-1,-3.0406547816374436
-10,-1,-3.0917019011014477
-10,-1,-3.1312127453740652
-10,-1,-2.9606731182620334
-10,-1,-3.2004628730775035
-10,-1,-3.077816341965687
-10,-1,-3.2940163852609334
-10,-1,-3.1813273759625567
-10,-1,-3.1743695642933867
-10,-1,-3.2399245714059908
-10,-1,-3.2184869909064124
-10,-1,-3.135899002774696
-10,-1,-3.36263545267224
-10,-1,-3.0336294634047483
-10,-1,-3.183776461151367
0,-1,-3.0932666710622483
-10,-1,-3.011386907132702
-10,-1,-3.160152067554043
0,-1,-3.177285050184782
-10,-1,-3.3422882573498223
-10,-1,-2.974126760612239
-10,-1,-3.0953186165926216
0,-1,-2.933385311701847
-10,-1,-3.1054890721592754
-10,-1,-3.065641929630802
-10,-1,-3.080650303014086
-10,-1,-3.2322657540521367
-10,-1,-3.2234677819902156
-10,-1,-3.1558707010295333
-10,-1,-3.090301800941421
-10,-1,-3.1215179394229384
-10,-1,-3.278827919035894
-10,-1,-3.072120735670159
-10,-1,-3.078820186348849
-10,-1,-2.9979653679146043
-10,-1,-3.182983096241698
-10,-1,-3.2129709286708916
