-10,1,-0.001,-0.001
-10,1,-2.088981936,-4.128143475
-10,1,-2.514875737,-4.542968657
-10,1,-2.559115595,-4.40819222
-10,1,-2.74885399,-5.418203237
-10,1,-2.720609202,-5.520924198
-10,1,-2.939875718,-4.728991744
-10,1,-2.919368141,-5.659213297
-10,1,-2.902207374,-5.802375356
-10,1,-2.936894696,-5.257571549
-10,1,-2.89865634,-5.44799563
-10,1,-3.009238322,-5.455869313
-10,1,-3.061538131,-7.609245488
-10,1,-3.057396612,-5.235800582
-10,1,-2.97599513,-5.657316175
-10,1,-3.01573536,-6.781973034
-10,1,-3.133111918,-4.917831295
-10,1,-3.142135392,-6.510641702
-10,1,-3.010147398,-7.268680212
-10,1,-3.215469752,-6.264088343
-10,1,-2.878755585,-6.120077344
-10,1,-3.016767216,-5.608613624
-10,1,-2.946223678,-7.935732852
-10,1,-3.07300267,-6.668494288
-10,1,-3.026053383,-7.648551236
-10,1,-3.01845674,-5.814101306
-10,1,-3.092651081,-4.91702453
-10,1,-3.064506095,-5.807565487
-10,1,-2.964248722,-5.395060682
-10,1,-3.032107535,-6.481248171
-10,1,-2.917775467,-5.236246632
-10,1,-3.130124018,-6.393526147
-10,1,-3.008669759,-7.86429692
-10,1,-3.061173612,-5.322230351
-10,1,-3.229612044,-7.387294544
-10,1,-3.262801803,-5.813135298
-10,1,-3.100788761,-5.95898207
-10,1,-3.157662985,-6.219056351
-10,1,-3.10962359,-7.078110165
-10,1,-3.038238891,-5.895421435
-10,1,-3.074769828,-6.915230706
-10,1,-2.995018386,-6.006352226
-10,1,-3.096292328,-5.812356791
-10,1,-3.176683434,-5.442617756
-10,1,-3.065896792,-5.840181895
-10,1,-3.083010554,-7.331724613
-10,1,-3.15486689,-5.79072257
-10,1,-2.962802648,-7.046407322
-10,1,-3.127786499,-6.595623018
-10,1,-3.144217399,-7.006627942
-10,1,-3.061609956,-5.750808035
-10,1,-2.980934421,-6.594555188
-10,1,-3.167207312,-5.884859389
-10,1,-2.902027256,-5.998059332
-10,1,-3.140848471,-5.719654664
-10,1,-3.185408564,-6.046109942
-10,1,-3.054986786,-7.138612024
-10,1,-3.101197921,-5.7928639
-10,1,-3.165543815,-7.584308513
-10,1,-3.228641549,-6.721086786
-10,1,-3.221052725,-5.792203563
-10,1,-3.124769012,-6.346175599
-10,1,-3.160135764,-5.644798945
-10,1,-3.068219616,-5.292358464
-10,1,-3.115583829,-7.450655943
-10,1,-3.082573472,-5.443288797
-10,1,-2.850722689,-6.291284892
0,1,-3.232092996,-6.905182803
-10,1,-3.207423097,-7.459740697
-10,1,-3.251567466,-7.144711494
-10,1,-3.206416855,-6.043546588
-10,1,-3.078711427,-7.145170731
-10,1,-3.019954907,-7.540832379
-10,1,-3.165898605,-7.121405417
-10,1,-3.140192527,-6.237161879
-10,1,-2.986306417,-6.585293745
-10,1,-3.12262015,-6.996141456
-10,1,-3.227886279,-7.625072449
-10,1,-3.205183321,-5.35397569
-10,1,-3.301474247,-7.517191843
-10,1,-3.19101506,-6.328181964
-10,1,-3.244349564,-7.739630179
-10,1,-3.185653486,-6.444969762
-10,1,-3.034589392,-6.354366984
-10,1,-3.176813676,-6.040425705
-10,1,-3.06653616,-6.93646499
-10,1,-3.274401816,-5.81242523
-10,1,-3.103378425,-5.811605739
-10,1,-3.052229171,-7.058701953
-10,1,-3.282362195,-5.737162104
-10,1,-2.989569698,-6.846144209
-10,1,-3.127799596,-6.645640247
-10,1,-3.125654099,-8.178623402
-10,1,-3.25214597,-6.624537561
-10,1,-3.133806538,-6.241009646
-10,1,-3.198325112,-6.331967004
-10,1,-3.068203294,-6.600300443
-10,1,-3.335199005,-6.005292796
-10,1,-3.090513912,-6.566622545
-10,1,-3.11467396,-6.149509688
-10,1,-3.26415483,-6.695644267
-10,1,-3.129158017,-5.556337753
-10,1,-3.251647044,-7.045409623
-10,1,-3.130174891,-6.428985614
-10,1,-3.15410592,-6.547510111
-10,1,-3.235266767,-6.310538081
-10,1,-3.097607462,-6.681010027
-10,1,-3.15261342,-7.391925758
-10,1,-3.186732068,-6.042514418
-10,1,-3.071372873,-6.965607791
-10,1,-3.201691151,-6.316098543
-10,1,-3.170427748,-7.545430475
-10,1,-3.228736304,-5.923935603
-10,1,-3.088422025,-6.619012532
-10,1,-3.156716038,-7.117495457
-10,1,-3.210765876,-6.456857219
-10,1,-3.161413204,-8.099994674
-10,1,-3.15749776,-6.163829215
-10,1,-3.074278947,-6.667116418
-10,1,-3.240678906,-7.018594989
-10,1,-3.12599089,-7.04201718
-10,1,-3.084978776,-5.843096645
-10,1,-3.103253062,-6.455813766
-10,1,-3.07517753,-7.502113709
-10,1,-3.14217851,-6.400465084
-10,1,-3.176554581,-5.649505565
-10,1,-3.164298422,-6.466497875
-10,1,-2.975304488,-7.561847156
-10,1,-2.957896574,-7.200114153
-10,1,-3.266146561,-6.830449838
-10,1,-3.129139495,-6.543235878
-10,1,-3.085438447,-5.759444023
-10,1,-3.187952055,-6.730624006
-10,1,-3.267216673,-7.523395443
-10,1,-3.022707948,-5.959508705
-10,1,-3.230027245,-7.136914821
-10,1,-3.048739174,-6.824633478
-10,1,-3.191128417,-6.184680947
