1.,-1.,0.,-1.,-1.,-1.
-1.,-1.74628844,0.,-1.,-1.24978028,-1.1777701
0.,-1.,-1.,-1.,-1.,0.
0.,-1.,-1.04460765,-1.,-1.,0.
-1.,-1.,-1.41999166,0.,0.,0.
0.,0.,1.,-1.,-1.,1.
0.,-1.,0.,1.,-1.,0.
-1.,1.,-1.,-1.,-1.,1.
0.,0.,-1.,0.,-1.9054522,-1.26578215
-1.,1.,0.,-1.24067878,-1.,-1.
1.,0.,-1.27630745,0.,-1.,0.
0.,1.,-1.17072891,-1.,0.,0.
0.,0.,2.,0.,0.,-2.
0.,-1.,0.,-1.1549492,0.,-1.
-1.,1.,-1.,-1.,-1.,-1.
-1.21496456,-1.,0.,-2.,1.,-1.
0.,-1.,0.,0.,-1.,0.
0.,0.,0.,1.,-1.,1.
-1.,-1.,1.,-2.,0.,-1.
0.,0.,1.,0.,-1.,-1.83063328
1.,0.,0.,-1.,-1.,-1.
-1.,-1.03151708,-1.,-1.,-1.,0.
0.,-1.,0.,0.,2.,2.
0.,0.,0.,-1.,-1.,0.
-1.,-1.,-1.78053002,2.,2.,0.
-1.59085526,0.,-1.,-1.45300824,-1.,0.
0.,-1.,0.,-1.,-1.,0.
-1.,-1.,-1.,0.,-1.,0.
-1.,0.,0.,0.,0.,0.
-1.,-1.06638206,-2.,-1.,-2.,-1.12956038
0.,0.,0.,0.,-1.05326051,0.
-1.,-1.,2.,-1.,-1.,0.
0.,2.,-1.27025798,0.,1.,0.
0.,-1.,0.,0.,-1.,-1.
1.,-1.,-1.,1.,0.,-1.06024435
0.,0.,-1.71041991,0.,0.,0.
-1.3332053,-1.68692912,0.,-1.,0.,-1.
0.,0.,-1.,1.,0.,-1.
1.,-1.,-1.,0.,1.,-1.22582662
-1.,0.,0.,-1.58866606,0.,0.
-1.13430103,-1.82887985,1.,-1.38163572,0.,-1.
0.,-1.,0.,0.,0.,1.
0.,-1.,-1.,-1.,-1.63913759,0.
0.,0.,-1.,-1.,-1.,0.
0.,1.,0.,0.,-1.,0.
-1.,1.,-1.02976304,2.,0.,-1.
-1.,-1.,-1.47215779,-1.,-1.,-1.
-1.,1.,-1.,1.,-1.,1.
-1.,-1.,0.,1.,0.,-1.45499407
1.,-1.,0.,-1.,1.,-1.
0.,0.,0.,0.,0.,-1.
1.,-1.,0.,0.,-1.,1.
-1.,-1.,-1.,-1.,0.,-1.
0.,-1.,-1.,0.,-1.59121115,0.
0.,0.,-1.,-1.11505801,-1.0078871,-1.
1.,-1.,0.,0.,0.,-1.
-1.33605124,-1.,-1.41972118,0.,1.,1.
-1.,0.,-1.,-1.36031937,-1.,-1.
-1.55514289,0.,-1.18937541,2.,-1.43108861,-1.
0.,0.,-2.,0.,-1.40928374,0.
0.,0.,-1.27937276,-1.,-1.,0.
-1.2879653,-1.,1.,-1.,0.,-1.
-1.,0.,-1.,-1.,0.,0.
0.,-1.,0.,-1.,-1.,-1.
-1.66526389,0.,2.,-1.51947185,0.,-1.
0.,0.,0.,-1.,-1.,-1.
-1.91916441,0.,-1.,-1.36625428,0.,0.
1.,-1.,-1.,-1.29337384,1.,0.
-1.,2.,-1.,1.,-1.,-1.57362285
1.,0.,1.,-1.,-1.,0.
0.,0.,0.,0.,1.,0.
-1.49657411,-2.,1.,0.,-1.,-1.
-1.65025256,1.,1.,0.,-1.686785,0.
-1.62009661,0.,-1.8143878,0.,0.,-1.
-1.,0.,0.,0.,0.,1.
0.,1.,1.,-1.0032642,0.,-1.
-1.,1.,-1.42240378,-1.,-1.,1.
-2.,-1.,-1.,0.,0.,2.
0.,0.,-1.,0.,-1.,0.
-1.,-1.,2.,0.,0.,1.
-1.,-1.36594235,0.,-1.,-1.34410082,1.
1.,0.,1.,1.,0.,0.
0.,0.,-2.,0.,0.,-1.
-1.34036806,-1.,0.,-1.,-1.,1.
-1.28497145,-1.,0.,0.,-1.,0.
0.,-1.,0.,1.,0.,1.
-1.,0.,-1.,-1.,1.,0.
-1.05288081,-1.,0.,-1.,-1.,0.
-1.31191489,1.,-1.,0.,-1.,-1.69292756
-1.,-1.,0.,0.,-1.,0.
-1.39357947,1.,-1.,1.,0.,-1.
-1.,0.,0.,1.,-1.,-1.
-1.,0.,1.,2.,1.,1.
-1.,-1.28971626,1.,-1.56487763,-1.,0.
-1.62521206,-1.,0.,1.,-1.07406711,0.
1.,-1.,-1.,0.,0.,0.
0.,-1.,-1.3852888,-1.31344279,-1.46055316,1.
-1.,0.,-1.,1.,-1.,-1.18037131
-1.,0.,-1.11175535,-1.,-1.,-1.80610191
-1.,0.,0.,-1.,-1.,-1.84855748
1.,0.,-1.,1.,-1.,-1.08339037
0.,-1.,-1.,-1.,-1.,0.
-1.,-1.54682414,-2.,-1.,-1.22137261,-1.
-1.,-1.,-1.,-1.89834409,0.,0.
0.,0.,1.,-1.57611259,0.,0.
-1.,0.,0.,-1.,1.,0.
0.,0.,1.,0.,-1.,-2.
1.,-1.80502876,-1.,1.,-1.54751878,0.
-1.,0.,-1.,-1.,-1.,-1.
-1.15523896,1.,-2.,-1.04055084,0.,0.
-1.48581343,0.,-1.47953189,0.,-1.,-1.
0.,0.,-1.10669419,2.,1.,0.
0.,-1.,-1.,0.,-1.37250639,-1.08272985
-1.01688254,0.,-1.07884196,1.,1.,-1.
0.,-1.,1.,1.,1.,0.
-1.,0.,0.,0.,1.,0.
1.,1.,-1.57469863,0.,2.,0.
0.,1.,0.,-1.,-1.52336139,0.
0.,1.,1.,0.,0.,0.
-1.88607918,1.,0.,-1.,-1.,-1.34587207
-1.82074538,-1.18778258,-1.,-1.59051082,0.,-1.48579978
-1.,-1.,0.,-1.,0.,-1.
1.,-1.,0.,0.,0.,0.
0.,-2.,1.,1.,0.,-1.
0.,-1.,1.,-1.,-1.,1.
-1.,-1.,-1.04285723,-1.,-1.,0.
-1.,-1.00496905,-1.,-1.,-2.,-1.60317349
-1.13696202,0.,1.,2.,-1.51774036,0.
1.,1.,0.,-1.,-1.,-1.27214004
1.,0.,0.,-1.,0.,-1.63985213
1.,0.,0.,0.,0.,-1.11117503
-1.,0.,0.,0.,-1.04128036,0.
-1.00246431,-1.,-1.,2.,0.,-1.
1.,-1.60376843,-1.20220998,0.,0.,-1.
-1.,0.,0.,-1.,-1.,-1.24668715
-1.5367725,-1.,1.,-1.,0.,1.
-1.95000681,-1.,0.,-1.,1.,0.
-1.32074398,-1.,-1.35481811,-1.,-1.,-1.
0.,-1.78763728,-1.,1.,-1.,-1.1554724
-1.05692392,0.,0.,-1.,0.,-1.
-1.,1.,0.,-1.,-1.70834719,-1.
-1.,-2.,0.,1.,0.,-1.
-1.,-1.59851199,0.,0.,-1.,-1.
-2.,-1.,0.,2.,0.,-1.08862722
-1.,-2.,-1.24364852,0.,-1.,-1.
1.,-1.23215915,0.,1.,0.,0.
0.,-1.,1.,0.,1.,-1.
-1.29809865,0.,0.,-1.6314308,1.,-1.88043012
-1.,0.,-2.,-1.,0.,-1.
-1.71001684,-1.27729015,1.,-1.,-1.,-1.
-1.,0.,-1.,-1.12685896,0.,0.
0.,0.,0.,-1.3379066,0.,1.
-1.19234377,-1.40575585,-1.2768408,-1.,-1.16300851,0.
-1.36007333,-1.,1.,-1.,0.,-1.
-1.,0.,2.,-1.65225308,0.,-1.26800554
0.,-1.,-1.,-1.50479849,-1.00165795,0.
-1.,0.,-2.,1.,0.,1.
-1.,0.,-1.,-1.,0.,0.
-1.05744093,0.,-1.,1.,1.,-1.04067103
-1.,0.,-1.42708308,0.,0.,2.
-2.,-1.27435994,0.,-1.,2.,-1.
-1.,0.,0.,0.,2.,0.
-1.5916707,0.,1.,-1.,0.,0.
-1.,1.,1.,-2.,-1.16075875,-2.
-1.02688935,0.,1.,-1.,0.,-1.79255925
0.,-1.03328499,-1.,-2.,0.,0.
1.,0.,-1.,-1.,-1.94382033,-1.
-1.38740249,-1.,-1.,0.,0.,0.
0.,0.,2.,0.,-1.42417406,0.
-1.,-1.,0.,0.,-1.39623359,-1.
-1.,0.,0.,-1.,0.,-1.
0.,0.,1.,0.,0.,0.
-1.36784951,0.,-1.,-1.,0.,-1.44407992
0.,0.,0.,-1.,-1.50737254,0.
0.,1.,0.,-1.63107275,-2.,1.
0.,-1.15789469,1.,0.,-1.,-1.
0.,0.,0.,0.,-1.,1.
-1.,-1.48235973,-1.,-1.,-1.,-1.
0.,-1.,-1.,0.,-1.04004342,0.
1.,0.,0.,-1.08025255,-1.,1.
-1.,-1.56522508,0.,-1.,0.,0.
1.,0.,1.,-1.03296514,0.,1.
-1.48607623,-1.,0.,-1.,1.,0.
0.,-1.19623499,-1.,-1.,0.,-1.
1.,0.,0.,1.,-1.,0.
-1.,-1.49198864,-1.42354939,-2.,-1.,0.
0.,0.,-1.,0.,0.,-1.
-1.,-1.,-1.,0.,0.,0.
0.,-1.,-1.,-1.,-1.,-1.
0.,-1.09345168,-1.,0.,1.,0.
1.,0.,2.,-1.20348145,-1.,1.
1.,0.,1.,0.,0.,0.
2.,0.,-1.,1.,1.,-1.
-1.,-1.88044288,-1.,-1.,0.,-2.
-1.35153409,-1.,-1.,0.,-1.,1.
1.,1.,-1.,0.,1.,1.
0.,1.,-1.,-1.,-1.,-1.
0.,-1.,0.,1.,-1.32486536,-1.
-1.73492424,-1.,-1.,-1.,-1.27645453,0.
-1.08424766,-1.,-1.,0.,-1.39422592,0.
0.,0.,-1.35956609,0.,0.,-1.
0.,1.,0.,-1.,1.,-2.
0.,0.,-2.,-1.,0.,-1.76671794
-1.,1.,1.,0.,0.,-1.
-1.,0.,-1.,0.,0.,0.
2.,0.,-1.,1.,-1.,0.
-1.,-1.69346687,0.,0.,-1.17303161,1.
-1.,0.,-1.,0.,-1.12752894,1.
-1.,-1.,-1.18397031,0.,0.,-1.
