-10,-1,-0.001
-10,-1,-2.0725065193558283
-10,-1,-2.2374577784082095
-10,-1,-2.689711742274172
-10,-1,-2.788050003682133
-10,-1,-2.6795781154914744
-10,-1,-2.8631609855895337
-10,-1,-2.7707772912211626
-10,-1,-2.570284992501993
-10,-1,-2.957043900957165
-10,-1,-2.9763000229889496
-10,-1,-3.1160692053889134
-10,-1,-3.025458383321938
-10,-1,-3.1412948555180393
-10,-1,-2.767134200931346
-10,-1,-2.9676864110759293
-10,-1,-3.2147085057819833
-10,-1,-3.265966604755212
-10,-1,-2.9307006947201115
-10,-1,-3.06578329000027
-10,-1,-3.226398195616584
-10,-1,-3.108604962271075
-10,-1,-3.2250346493683786
-10,-1,-3.030716895844199
-10,-1,-2.979354073571515
-10,-1,-2.825847590458228
-10,-1,-3.1493310390201943
-10,-1,-3.061276655962813
-10,-1,-2.946400628825987
-10,-1,-3.311160986391425
-10,-1,-3.040188996548915
-10,-1,-3.2648177737070907
-10,-1,-2.9063122436401434
-10,-1,-3.2887182230353087
-10,-1,-3.0988186410125826
-10,-1,-2.8487616100729922
-10,-1,-3.123266397511752
-10,-1,-3.3132170139991173
-10,-1,-3.067982793138003
-10,-1,-3.056047318457256
-10,-1,-2.9474109918463522
-10,-1,-2.898228343674973
-10,-1,-3.087123901026178
-10,-1,-3.1438415300502047
-10,-1,-2.792338512951884
-10,-1,-3.2099511866143025
-10,-1,-3.0545048104782233
-10,-1,-3.150676353695279
-10,-1,-2.8785468084058405
-10,-1,-3.2681205937745497
-10,-1,-3.310977113629436
-10,-1,-3.1358702174369073
-10,-1,-3.255075145158574
-10,-1,-3.2502705652173507
-10,-1,-3.043011494042583
-10,-1,-2.9801942098145995
-10,-1,-3.0958120871489614
-10,-1,-3.1003651585200336
-10,-1,-3.053069192361347
-10,-1,-3.2175958194317187
-10,-1,-3.012816361374069
-10,-1,-3.251767169013798
-10,-1,-2.925501934949603
-10,-1,-2.8782680047301823
-10,-1,-2.973921586289703
-10,-1,-3.086211583128404
-10,-1,-3.302816123955563
-10,-1,-3.1014905289579544
-10,-1,-3.332172769907211
-10,-1,-3.1399293029301236
-10,-1,-3.190735557131016
-10,-1,-3.212167977469722
-10,-1,-2.925095931256311
-10,-1,-3.1398433030016117
-10,-1,-3.11762417623695
-10,-1,-3.2684919104921266
-10,-1,-3.024806259131341
-10,-1,-2.9609538576632723
-10,-1,-3.22147146242419
-10,-1,-3.0040048930747703
-10,-1,-2.933478427325534
-10,-1,-3.179681276801306
